Key,French
Generic/IntroToQuest_Response_000_003_-453960907,<haha>J'vais te dire, une bonne nuit de sommeil nous fera du bien à tous les deux !
Generic/IntroToQuest_Response_000_003_-651896406,<proud>Je connais une méthode pour faire fondre le <itemName> en un truc bien pratique pour les constructions. 
Generic/IntroToQuest_Response_000_004_-1175240756,Bien, nous allons devoir fondre le minerai d'étain en lingots avant de pouvoir nous en servir pour quoi que ce soit. <thinking>
Generic/IntroToQuest_Response_000_004_-1744869158,Bien, il va falloir maitenant que tu m'apportes certains objets.
Generic/IntroToQuest_Response_000_004_-262901937,Merci pour ton aide aujourd'hui,, <PlayerName>.
Generic/IntroToQuest_Response_000_005_-473947908,Va donc embellir l'île pour recevoir ce <questRequiredItems>.
Generic/IntroToQuest_Response_000_005_-663368128,On va avoir besoin de <questRequiredItems>.
Generic/IntroToQuest_Response_000_005_-746266014,Je n'en reviens pas que nous soyons sur <IslandName>!
Generic/IntroToQuest_Response_000_006_1509189673,<glee>Je n'aurais pas pu faire tout ça sans toi !
Generic/IntroToQuest_Response_000_006_1906879721,Rapporte-moi tout ça et je te montrerai comment faire fondre le minerai d'étain en lingots. <glee>
Generic/IntroToQuest_Response_000_006_-540063108,Garde en tête qu'il te faudra une <MiningLicence> pour pouvoir acheter une pioche et aller collecter de la pierre et des minerais. 
Generic/IntroToQuest_Response_000_007_-1381187682,<proud>Dès que tu as tout réuni, reviens me voir. 
Generic/IntroToQuest_Response_001_000_-1196759346,Voyons ça.
Generic/IntroToQuest_Response_001_000_-1957840966,<haha>Moi aussi, je suis fatiguée !
Generic/IntroToQuest_Response_001_000_675313766,OK-d'acc.
Generic/IntroToQuest_Response_001_001_1008245657,Voilà, prends ce <itemName>.
Generic/IntroToQuest_Response_001_001_-1345979539,Reviens vite me voir, d'accord?
Generic/IntroToQuest_Response_001_002_-1535466377,Si tu es fatigué, mets-ça par terre et allonge-toi.
Generic/IntroToQuest_Response_001_003_-453960907,<haha>J'vais te dire, une bonne nuit de sommeil nous fera du bien à tous les deux !
Generic/IntroToQuest_Response_001_004_-262901937,Merci pour ton aide aujourd'hui, <PlayerName>.
Generic/IntroToQuest_Response_001_005_-746266014,Je n'arrive pas à croire que nous soyons sur <IslandName>!
Generic/IntroToQuest_Response_001_006_1509189673,<glee>Je n'aurais pas pu autant en faire sans toi 
Generic/IntroToQuest_Response_002_000_-154524916,<yes>OK d'acc.
Generic/IntroToQuest_Response_002_001_-140313311,Tu m'as déjà bien aidé, prends ton temps, <PlayerName>.
Generic/IntroToQuest_Response_002_002_1921055682,<glee>Reviens me voir une fois que tu seras prêt.
Generic/MoveInRequest_Intro_000_-1446619794,Eh, <PlayerName>.
Generic/MoveInRequest_Intro_001_299494211,J'avoue bien aimer cet endroit. 
Generic/MoveInRequest_Intro_002_1613060812,Du coup, je suis allé parler à Fletch pour obtenir un permis de construction afin d'ouvrir une boutique en ville.
Generic/MoveInRequest_Intro_003_353700454,J'espère pouvoir bientôt emménager !
Generic/MuseumMoveInRequest 1_Intro_000_1227863250,Il y a tant de créatures et de plantes incroyables sur cette île ! <pumped>þ
Generic/MuseumMoveInRequest 1_Intro_001_-656196659,Je pense qu'il serait judicieux de tous les documenter, tu ne crois pas ?<yes>þ
Generic/MuseumMoveInRequest 1_Intro_002_-847696636,Et si l'on bâtissais un musée ici ?þ
Generic/MuseumMoveInRequest 1_Intro_003_855745866,Un endroit où réunir toutes ces merveilles et les offrir à la vue de tous ?þ <glee>
Generic/MuseumMoveInRequest 1_Intro_004_1539888037,Je vais aller parler à <NPCName> pour obtenir un <itemName>.þ
Generic/MuseumMoveInRequest 1_Intro_005_-333309261,C'est si excitant ! <glee>
Generic/NoItemGiven_Intro_000_-741719496,Oh, tu n'as pas du tout de <requestItem>.
Generic/NoItemGiven_Intro_001_1718309357,Dis-moi quand tu auras trouvé un <requestItem>.
Generic/NoPhotoGiven_Intro_000_1658853761,Oh, tu n'as pas la photo ? Pas de souci ! 
Generic/PlaceKennelRequest_Intro_000_1419178827,Eh <PlayerName>. Ça te dirait d'avoir un chien ?
Generic/PlaceKennelRequest_Intro_001_124223727,<yes>Si c'est la cas, place ce <itemName> puis reviens me voir. 
Generic/RequestItem_Incorrect_1_Intro_000_1413618201,Oh...
Generic/RequestItem_Incorrect_1_Intro_001_502869155,Je voulais vraiment un <requestItem>.
Generic/RequestItem_Incorrect_1_Intro_002_773429586,Je te le rends.
Generic/SellItemByWeight_Intro_000_-1685463684,Ah, je vois que tu as un beau <sellByWeightName>. 
Generic/SellItemByWeight_Intro_001_812004310,On dirait qu'il pèse environ <getItemWeight>!
Generic/SellItemByWeight_Intro_002_23656262,Je t'en donne <getItemByWieghtPrice>, ça te va ? ?
Generic/SellItemByWeight_Option_000_-1273337393,Oui
Generic/SellItemByWeight_Option_001_1496915101,Non
Generic/SellItemByWeight_Response_000_000_1562504969,Merci beaucoup !
Generic/SellItemByWeight_Response_001_000_375359677,pas de souci, mon pote !
Generic/ShipmentRequestComplete_Intro_000_531279436,Wow! Tu as vraiment préparé le colis pour moi ?
Generic/ShipmentRequestComplete_Option_000_-1362156820,Bien sûr !
Generic/ShipmentRequestComplete_Option_001_688230645,Non.
Generic/ShipmentRequestComplete_Response_001_000_-1994636920,Oh, d'accord, <PlayerName>...
Generic/SmeltingRequestCompleteConvo_Intro_000_1141631307,Tu m'as apporté un <requestItem> ?
Generic/SmeltingRequestCompleteConvo_Option_000_-347156278,Et voilà !
Generic/SmeltingRequestCompleteConvo_Option_001_-1145092696,Pas encore, désolé. 
Generic/SmeltingRequestCompleteConvo_Response_000_000_262009994,J'ai hâte de pouvoir faire fondre ces petits gars ! 
Generic/SmeltingRequestCompleteConvo_Response_001_000_661758755,Ah... Je vois.
Generic/SpecialIntro_Intro_000_1556973846,On dirait que l'on vient d'atterrir !
Generic/SpecialIntro_Intro_001_-214624691,<glee>J'dois te dire, je suis si contente que tu te sois joint à moi pour cette aventure, <PlayerName>.
Generic/SpecialIntro_Intro_002_804688963,<worried>Je commençais à croire que personne à <SouthCity> n'était assez brave pour m'accompagner !
Generic/SpecialIntro_Intro_003_-830957595,<haha>Dès que j'ai vu que tu étais la première et seule personne à se présenter pour ce travail, je savais que tu étais la personne idéale pour le faire ! 
Generic/SpecialIntro_Intro_004_-1762538434,<no>Oh doux Jésus, regarde donc cette vieille <myName> qui radote… 
Generic/SpecialIntro_Intro_005_-173961940,On s'y met, <PlayerName> !
Generic/SpecialIntro_Intro_006_1341706698,Je te revois dehors, d'accord ?
Generic/StopFollowing 1_Intro_000_-94525041,Qu'est-ce que tu fais pour t'amuser par ici, <PlayerName>?
Generic/StopFollowing 1_Option_000_1116896312,C'était marrant…
Generic/StopFollowing 1_Option_001_-794442186,Continuons. 
Generic/StopFollowing 1_Response_000_000_1274201167,D'accord, c'était sympa de traîner avec toi. 
Generic/StopFollowing 1_Response_001_000_1587895751,Je te suis !
Generic/StopFollowing 2_Intro_000_1108468517,Sortir avec mon pote, <PlayerName>.
Generic/StopFollowing 2_Intro_001_-1811230627,Besoin de quelque chose ?
Generic/StopFollowing 2_Option_000_1116896312,C'était marrant…
Generic/StopFollowing 2_Option_001_-794442186,Poursuivons.
Generic/StopFollowing 2_Response_000_000_-850419957,J'imagine que je devrais y aller aussi…
Generic/StopFollowing 2_Response_000_001_313840188,A la revoyure,, <PlayerName>. <wave>
Generic/StopFollowing 2_Response_001_000_-924982946,Pars devant, je te suis! <haha>
Generic/StopFollowing 3_Intro_000_1797777172Ehy <PlayerName>. Pourquoi est-ce qu'on s'arrête ?
Generic/StopFollowing 3_Option_000_1116896312,On s'est bien amusés…
Generic/StopFollowing 3_Option_001_-794442186,Continuons.
Generic/StopFollowing 3_Response_000_000_1274201167,OK, c'était bien de traîner avec toi.
Generic/StopFollowing 3_Response_000_001_475329297,On remets ça plus tard, d'accord ?<wave>
Generic/StopFollowing 3_Response_001_000_-941515132,OK ! C'est parti !<pumped>
Generic/StopFollowing 4_Intro_000_1175387714,Hey <PlayerName>, quoi de neuf ? 
Generic/StopFollowing 4_Option_000_1116896312,C'était marrant…
Generic/StopFollowing 4_Option_001_-794442186,Poursuivons.
Generic/StopFollowing 4_Response_000_000_-77204772,OK, c'était sympa de traîner avec toi. <wave>
Generic/StopFollowing 4_Response_001_000_1587895751,Je te suis !
Generic/StopFollowing_Intro_000_1044397460,Quelle belle journée pour sortir avec <PlayerName>!
Generic/StopFollowing_Intro_001_-1757822502,Où va-t-on ?
Generic/StopFollowing_Option_000_1116896312,On s'est bien marré…
Generic/StopFollowing_Option_001_224761202,Continuons.
Generic/StopFollowing_Response_000_000_208912727,Oh, il fallait que je parte de toute façon.
Generic/StopFollowing_Response_000_001_1205591792,Merci d'être sorti avec moi, , <PlayerName>.
Generic/StopFollowing_Response_001_000_-1152895088,C'est parti !
Generic/TalkToWhileNotComplete_Intro_000_-1159492583,<PlayerName>! Comment avance la recherche ?
Generic/TalkToWhileNotComplete_Intro_000_-1375584020,On a bien travaillé aujourd'hui, <PlayerName>!
Generic/TalkToWhileNotComplete_Intro_000_-182654077,<PlayerName>! Tu as trouvé un emplacement pour le <itemName>?
Generic/TalkToWhileNotComplete_Intro_000_189174244,Ah, <PlayerName> que penses-tu du <itemName>?
Generic/TalkToWhileNotComplete_Intro_000_30233409,<PlayerName>. Comment avance la cueillette ?
Generic/TalkToWhileNotComplete_Intro_000_327711929,Hé salut, <PlayerName>
Generic/TalkToWhileNotComplete_Intro_000_-485848697,Ah, <PlayerName>. Comment ça va, l'ami ? Des questions ?
Generic/TalkToWhileNotComplete_Intro_000_-530129884,Tu as réussi à te faire de l'argent, <PlayerName>?
Generic/TalkToWhileNotComplete_Intro_001_1452965081,Tu as réussi à réunir assez pour acheter le <itemName> dont on a besoin ?
Generic/TalkToWhileNotComplete_Intro_001_-1752492525,Tu as réussi à récupérer un <itemName>?
Generic/TalkToWhileNotComplete_Intro_001_-2122772598,Tu as dégoté tous les objets dont nous avons besoin ?
Generic/TalkToWhileNotComplete_Intro_001_2142611740,Repose-toi le reste de la journée ! 
Generic/TalkToWhileNotComplete_Intro_001_-66238762,Je vais tout mettre en place en moins de deux ! <haha>
Generic/TalkToWhileNotComplete_Intro_002_1230675462,Pourquoi ne pas aller ranger tes affaires ?
Generic/TalkToWhileNotComplete_Intro_002_419142363,<yes>Du travail nous attend demain !
Generic/TalkToWhileNotComplete_Option_000_114593604,Comment installer la tente ?
Generic/TalkToWhileNotComplete_Option_000_-1278867010,Que sais-tu de cette île ?
Generic/TalkToWhileNotComplete_Option_000_168896058,fabriquer un feu de camp ?
Generic/TalkToWhileNotComplete_Option_000_-1731408098,Où est-ce que je peux trouver des fruits ?
Generic/TalkToWhileNotComplete_Option_000_-203490839,J'ai besoin de quoi déjà ?
Generic/TalkToWhileNotComplete_Option_000_-2049966453,Comment utiliser le permis de construction ?
Generic/TalkToWhileNotComplete_Option_000_624177361,je veux obtenir une licence.
Generic/TalkToWhileNotComplete_Option_001_-174410593,Où est-ce que je peux trouver le feu de camp ?
Generic/TalkToWhileNotComplete_Option_001_-2089820252,Comment faire un four ?
Generic/TalkToWhileNotComplete_Option_001_-235570607,Où est-ce que tu penses que je devrais mettre le camp ?
Generic/TalkToWhileNotComplete_Option_001_-565877925,Comment je peux me faire de l'argent ?
Generic/TalkToWhileNotComplete_Option_001_-57732441,Je n'ai pas encore tout mis en place.
Generic/TalkToWhileNotComplete_Option_001_655795600,Je cherche encore. 
Generic/TalkToWhileNotComplete_Option_001_-69965705,Pas encore.
Generic/TalkToWhileNotComplete_Option_001_-863988609,Faire cuire sur le feu ?
Generic/TalkToWhileNotComplete_Option_002_-1082745214,Comment faire un lingot d'étain ?
Generic/TalkToWhileNotComplete_Option_002_114593604,Comment placer la tente ?
Generic/TalkToWhileNotComplete_Option_002_268007027,Comment obtenir des points de permis ?
Generic/TalkToWhileNotComplete_Option_002_624177361,Je veux obtenir une licence.
Generic/TalkToWhileNotComplete_Option_002_728651848,Chasser des insectes ?
Generic/TalkToWhileNotComplete_Option_003_-1135114799,Je suis dessus.
Generic/TalkToWhileNotComplete_Option_003_1687369081,Encore un peu de patience.
Generic/TalkToWhileNotComplete_Option_003_-1916902512,Salut !
Generic/TalkToWhileNotComplete_Option_003_655795600,Je cherche encore.
Generic/TalkToWhileNotComplete_Option_003_-932794628,Dormir ?
Generic/TalkToWhileNotComplete_Option_004_787199502,Je suis dessus.
Generic/TalkToWhileNotComplete_Response_000_000_1335997775,Sélectionne le <itemName> dans ta barre d'outils. Exactement comme avec les tentes. 
Generic/TalkToWhileNotComplete_Response_000_000_-1396503271,<thinking>Vois-tu, en fait, je suis née sur <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_000_1701000100,J'ai vu des fruits pousser sur des arbres de <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_000_1721143740,N'hésite pas à utiliser la <itemName> dans la Tente de Base quand tu le souhaites !
Generic/TalkToWhileNotComplete_Response_000_000_-1800465161,OK, c'est parti.
Generic/TalkToWhileNotComplete_Response_000_000_2042313858,Exactement de la même manière que la Tente de Base !
Generic/TalkToWhileNotComplete_Response_000_000_886112009,Nous avons besoin de <questRequiredItems>.
Generic/TalkToWhileNotComplete_Response_000_000_900384788,D'accord…
Generic/TalkToWhileNotComplete_Response_000_001_-1676517815,J'vais te dire, je suis certaine que tu vas apprendre à fabriquer plein de choses utiles sur <IslandName>!
Generic/TalkToWhileNotComplete_Response_000_001_255062531,D'abord, sélectionne le <itemName> dans ta barre d'outils afin qu'il soit dans ta main.þ
Generic/TalkToWhileNotComplete_Response_000_001_-380499795,J'ai vu du <itemName> par-ci, par-là sur l'île. C'est un minerai sombre qui ressort des pierres. 
Generic/TalkToWhileNotComplete_Response_000_001_587022324,Oh, et assure-toi que le terrain est plat et dégagé, sinon tu ne pourras pas le placer !
Generic/TalkToWhileNotComplete_Response_000_001_957029262,Ça pousse sur de petits arbres et dans les arbustes. 
Generic/TalkToWhileNotComplete_Response_000_001_-995013417,<no>Bien avant que je déménage à <SouthCity>...
Generic/TalkToWhileNotComplete_Response_000_002_-1381986955,<thinking>Hmmm...
Generic/TalkToWhileNotComplete_Response_000_002_-2011304637,Secoue tous les arbres que tu croiseras !
Generic/TalkToWhileNotComplete_Response_000_002_-653394566,Tu vas avoir besoin d'acquérir une <MiningLicence> pour pouvoir acheter une pioche afin de collecter des minerais.
Generic/TalkToWhileNotComplete_Response_000_002_863666529,Une fois que tu utiliseras le <ItemName>, tu devrais décider où le placer.<yes>þ
Generic/TalkToWhileNotComplete_Response_000_003_1067376337,Si je me souviens bien, il y a toutes sortes de fruits qui poussent sur l'île.
Generic/TalkToWhileNotComplete_Response_000_003_126305789,Oh, c'est vrai. Laisse-moi de raconter ce dont je me souviens de <IslandName>...
Generic/TalkToWhileNotComplete_Response_000_003_-673058362,Tu vas avoir besoin d'assez d'espace pour que le <itemName> puisse être mis en place. N'oublie pas qu'il faut un sol plat et nettoyé pour l'installation… <yes>
Generic/TalkToWhileNotComplete_Response_000_004_-1207797314,Reviens me voir lorsque tu auras mis en place le <itemName>.
Generic/TalkToWhileNotComplete_Response_000_004_-1864176945,Si je ne m'abuse, tu trouveras un biome tropical au Nord d'ici. 
Generic/TalkToWhileNotComplete_Response_000_004_-445557191,Bon chance mon pote, j'ai hâte ! <glee>
Generic/TalkToWhileNotComplete_Response_000_005_410910636,<thinking>Au Sud, il fait un peu frisquet et je me rappelle que mon père me disait de faire attention aux bêtes sauvages là-bas…
Generic/TalkToWhileNotComplete_Response_000_006_-1343807361,A l'Est et à l'Ouest, on trouve de grandes étendues de plaines. Le sol y est de bonne qualité et plat. L'endroit idéal pour s'installer. 
Generic/TalkToWhileNotComplete_Response_000_007_155593913,Les côtes sont un endroit idéal pour la pêche toute l'année. Donc, si tu aimes jeter ta ligne, installer la <itemName> près de l'eau peut être une bonne idée. 
Generic/TalkToWhileNotComplete_Response_000_008_1555359891,<haha>Le coeur de l'île est un vrai désert. Chaud et sec. Et plein d'insectes !
Generic/TalkToWhileNotComplete_Response_000_009_-1700859568,<yes>Mais qu'importe où tu décides de construire, être près de l'eau est toujours une bonne idée… 
Generic/TalkToWhileNotComplete_Response_000_010_873813037,Donc, si tu veux t'installer dans les terres, pense à le faire proche d'une rivière. 
Generic/TalkToWhileNotComplete_Response_000_011_1237308434,<haha>Ça fait peut-être un peu trop d'informations à la fois. Désolée, <PlayerName>!
Generic/TalkToWhileNotComplete_Response_001_000_1102091948,Tu vas avoir besoin de fabriquer un <itemName> à la table d'artisanat de la Tente de Base.
Generic/TalkToWhileNotComplete_Response_001_000_-1207797314,Reviens me voir dès que tu auras installer le <ItemName>.
Generic/TalkToWhileNotComplete_Response_001_000_1892769095,Une fois que tu auras le <itemName>, prends ce que tu veux cuire en mains. 
Generic/TalkToWhileNotComplete_Response_001_000_2127338726,<NPCName> t'achèteras presque tout.
Generic/TalkToWhileNotComplete_Response_001_000_-319725922,Pas de problème !
Generic/TalkToWhileNotComplete_Response_001_000_-399734976,Tu peux fabriquer le <itemName> à la table d'artisanat dans la Tente de Base.
Generic/TalkToWhileNotComplete_Response_001_000_465116519,Ça fait si longtemps que je suis partie ! Je n'étais qu'une petite fille à ce moment-là ! Je te laisse imaginer à quel point cela nous ramène en arrière ! <shy>
Generic/TalkToWhileNotComplete_Response_001_000_681014359,Tout est bon, mon pote. Pense bien à revenir ici une fois que tu auras placer le <itemName>.
Generic/TalkToWhileNotComplete_Response_001_001_-1344303992,Il achètera la plupart des choses qu'on trouve sur l'île : fruits, cailloux, bois, et plein d'autres encore.
Generic/TalkToWhileNotComplete_Response_001_001_-252084576,<yes>Dans ce cas, il n'y a plus qu'à les y mettre et à attendre !
Generic/TalkToWhileNotComplete_Response_001_001_-594395115,Tu devrais avoir tout ce dont tu as besoin !
Generic/TalkToWhileNotComplete_Response_001_001_914899121,<haha>Cette vieille <myName> t'attendra ici !
Generic/TalkToWhileNotComplete_Response_001_001_-916637941,Et j'ai bien un ou deux emplacements en tête où installer la <itemName>... <thinking>
Generic/TalkToWhileNotComplete_Response_001_001_966471015,Oh! Et tu vas avoir besoin d'une <MiningLicence> pour acheter une pioche afin d'obtenir la roche nécessaire à la fabrication du <itemName>.
Generic/TalkToWhileNotComplete_Response_001_002_-1554761377,Les côtés Est et Ouest sont de larges plaines où il serait facile de construire… <yes>
Generic/TalkToWhileNotComplete_Response_001_002_1710430896,<no>Après, tu n'as pas à acheter une <itemName> sur le champ/
Generic/TalkToWhileNotComplete_Response_001_002_2006413791,<thinking>Tu vas vouloir manger beaucoup afin de garder toute ton énergie !
Generic/TalkToWhileNotComplete_Response_001_003_1672797068,Le terrain là-bas est plat et ne devrait pas être trop gênant pour la construction. En plus, le climat devrait être bon pour cultiver toute l'année. <yes>
Generic/TalkToWhileNotComplete_Response_001_003_-471986240,<haha>N'hésite pas à acheter tous les outils qui te permettront de te faire de l'argent plus rapidement !
Generic/TalkToWhileNotComplete_Response_001_004_-1180604640,Mais tu n'as pas à écouter cette vieille <myName> ! C'est toi qui est en charge ici !þ
Generic/TalkToWhileNotComplete_Response_001_005_-534202094,Je suis certaine qu'importe où tu implantera la <itemName>, ce sera le bon endroit.<yes>
Generic/TalkToWhileNotComplete_Response_001_006_289322695,Bien, si tu as d'autres questions, demande-moi !
Generic/TalkToWhileNotComplete_Response_002_000_1079556823,Il y a plein d'insectes sur <IslandName>.
Generic/TalkToWhileNotComplete_Response_002_000_1371689203,Tu peux obtenir des <PermitPoints> en réalisant tes tâches quotidiennes. 
Generic/TalkToWhileNotComplete_Response_002_000_145039533,Dès que tu as ton four, mets-le dehors.
Generic/TalkToWhileNotComplete_Response_002_000_-342540161,Ah, une bonne question <PlayerName>!
Generic/TalkToWhileNotComplete_Response_002_000_-372831777,Voyons un peu...
Generic/TalkToWhileNotComplete_Response_002_001_1875809703,<yes>Tu auras aussi un bon paquet de points si tu dépasses les jalons de mon père.
Generic/TalkToWhileNotComplete_Response_002_001_2030870961,Après, tout ce qu'il faut faire, c'est prendre le <itemName> dans tes mains et à l'y mettre.
Generic/TalkToWhileNotComplete_Response_002_001_541790952,D'abord, sélecte le <itemName> dans ta barre d'outils pour que tu l'aies en main. 
Generic/TalkToWhileNotComplete_Response_002_001_960857207,<yes>Chaque fois qu tu en captureras un nouveau, il sera ajouté à ta Bêbêtopédie.
Generic/TalkToWhileNotComplete_Response_002_002_-1648240892,<proud>Mon père a fait plein de choses, il y a des jalons pour tout !
Generic/TalkToWhileNotComplete_Response_002_002_-1823911680,Peut-être que tu pourrais t'amuser à tous les trouver ?
Generic/TalkToWhileNotComplete_Response_002_002_-279929981,<haha>Oh, et tu devrais un peu patienter. 
Generic/TalkToWhileNotComplete_Response_002_002_924229908,Dès que tu auras créé le <itemName>, tu vas devoir décider où le palcer…<yes>
Generic/TalkToWhileNotComplete_Response_002_003_1152030046,Si tu vaques à toutes tes occupations, je suis sûre que tu finiaras par être récompensé !
Generic/TalkToWhileNotComplete_Response_002_003_-673058362,Il va falloir qu'il y ait assez d'espace pour placer la <itemName>. Le sol doit aussi être dégagé et plat… <yes>
Generic/TalkToWhileNotComplete_Response_002_004_102047762,Si tu as des questions, viens me voir. <yes>
Generic/TalkToWhileNotComplete_Response_003_000_-1881099312,très bien, mon pote ! On garde les yeux ouverts !
Generic/TalkToWhileNotComplete_Response_003_000_2071015310,<haha>Si tu es prêt pour le lendemain, dormir permettra de faire passer le reste de la journée !
Generic/TalkToWhileNotComplete_Response_003_000_-2093763750,Pas de souci, <PlayerName>.
Generic/TalkToWhileNotComplete_Response_003_000_-291966791,Bonne chance, <PlayerName>!
Generic/TalkToWhileNotComplete_Response_003_000_-972367292,Continue comme ça, nous sommes bien partis pour rendre <IslandName> fabuleuse !
Generic/TalkToWhileNotComplete_Response_003_001_1940556266,Mets juste ton <ItemName> par terre.
Generic/TalkToWhileNotComplete_Response_003_001_744449534,Pense bien à m'apporter le <itemName> dès que tu l'as !
Generic/TalkToWhileNotComplete_Response_003_002_-45349264,<yes>Qu'importe où.
Generic/TalkToWhileNotComplete_Response_003_003_1494597597,<no>Si tu veux dormir à la belle étoile, je ne t'en empêcherais pas. 
Generic/TalkToWhileNotComplete_Response_004_000_1170000243,Merci encore pour ton aide,, <PlayerName>!
Generic/TradeCompleteConvo_Intro_000_-1952384963,Oh, tu es intéressé par mon <BulletinBoardReward> ?
Generic/TradeCompleteConvo_Option_000_-1158516458,Je veux vendre.
Generic/TradeCompleteConvo_Option_001_-1573334556,Non merci.
Generic/TradeCompleteConvo_Response_000_000_-1749919391,OK, voyons un peu ce que tu as !
Generic/TradeCompleteConvo_Response_001_000_-961626641,Pas de problème.
Generic/TradeSameItem_Intro_000_1159588561,Attends une minute… C'est un <BulletinBoardReward>. Je cherche à me débarrasser de mon <BulletinBoardReward> ! 
Generic/TradeSameItem_Intro_001_1477965521,<haha> On dirait qu'on est revenu au point de départ ! Tiens, tu peux le reprendre.
Generic/TradeWrongTypeOfItem_Intro_000_876255129,Ah … . Ce n'est pas ce que je cherche.
Generic/TradeWrongTypeOfItem_Intro_001_1156428998,Je te rends ça.
Generic/Wrong Photo Convo_Intro_000_-172836943,J'veux dire, c'est une jolie photo, mais ce n'est pas ce que je recherche…
Generic/Wrong Photo Convo_Option_000_-369957856,Donne-moi une autre chance.
Generic/Wrong Photo Convo_Option_001_2022090122,Oublie-ça.
Generic/Wrong Photo Convo_Response_000_000_-729505518,Oh, tu as une autre photo ?
Generic/Wrong Photo Convo_Response_001_000_-1762707071,Pas de problème. merci d'avoir essayé !

Npc0/Arvo_Greeting 0_Intro_000_605185574,Quoi, c'est déjà l'aprèm ?
Npc0/Arvo_Greeting 0_Intro_001_1173188260,<no>Le temps passe si vite aujourd'hui.þ
Npc0/Arvo_Greeting 0_Response_003_000_1527507057,Bonne aprèm, mon pote.
Npc0/High_Friendship_Greeting 1_Intro_000_-229371709,Salut <PlayerName>!þ
Npc0/High_Friendship_Greeting 1_Intro_001_829572513,Comment ça va ?þ
Npc0/High_Friendship_Greeting 1_Response_003_000_540678131,Salut !
Npc0/Highest_Friendship_Greeting 0_Intro_000_1235381198,Oh, B'jour <PlayerName>!
Npc0/Highest_Friendship_Greeting 0_Response_003_000_1391905867,Ne fais pas ton sauvage, d'accord ?
Npc0/Highest_Friendship_Greeting 2_Intro_000_-779851874,On dirait que ma journée s'est un peu illuminée.
Npc0/Highest_Friendship_Greeting 2_Intro_001_-441134336,<glee>Content de te voir <PlayerName>!
Npc0/Highest_Friendship_Greeting 2_Response_003_000_1243137189,<wave>A une prochaine
Npc0/Night_Greeting 2_Intro_000_88987245,<no>Je n'aime vraiment pas la nuit. þ
Npc0/Night_Greeting 2_Intro_001_-963467606,Enfin bref, quoi de neuf, <PlayerName>?þ
Npc0/Night_Greeting 2_Response_003_000_-1443813549,<scared>Tu pars déjà ? 

Npc1/Arvo_Greeting 0_Intro_000_-334755980,Déjà l'aprèm, eh, <PlayerName>?
Npc1/Arvo_Greeting 0_Response_003_000_-1455430203,<yes>OK, sympa d'avoir discuté. 
Npc1/Arvo_Greeting 1_Intro_000_-684964628,<haha>Aujourd'hui est passé si vite !
Npc1/Arvo_Greeting 1_Intro_001_1025999995,<no>C'est déjà l'aprèm !
Npc1/Arvo_Greeting 1_Response_003_000_2055211585,<wave>Je suis sûr qu'on se reverra très bientôt.
Npc1/Arvo_Greeting 2_Intro_000_-925332695,Bonne aprèm, <PlayerName>.þ
Npc1/Arvo_Greeting 2_Intro_001_-749537449,Qu'est-ce qui me vaut le plaisir ?þ
Npc1/Arvo_Greeting 2_Response_003_000_-193306038,<haha>Eh bien, je ne te paie pas à me parler !
Npc1/Cold_Greeting 0_Intro_000_263522609,<thinking>Ce temps frais me rappelle ma ville natale…
Npc1/Cold_Greeting 0_Intro_001_1145710411,Oh,tu voulais parler ?
Npc1/Cold_Greeting 0_Response_003_000_561885704,<thinking>je me demande comment va mon frère…
Npc1/Cold_Greeting 1_Intro_000_1235381209,Oh, B'jour <PlayerName>.
Npc1/Cold_Greeting 1_Intro_001_-1220597281,Ça pique un peu aujourd'hui !
Npc1/Cold_Greeting 1_Response_003_000_-2133197970,Reste bien au chaud !þ
Npc1/Cold_Greeting 1_Response_003_001_-1065633783,<proud>Fais les boutiques, peut-être ?þ
Npc1/Cold_Greeting 2_Intro_000_587215,Il fait plutôt froid aujourd'hui !
Npc1/Cold_Greeting 2_Intro_001_2101406293,Qu'est-ce que je peux faire pour toi, <PlayerName>?
Npc1/Cold_Greeting 2_Response_003_000_2051229317,<haha>Très bien, à plus !
Npc1/CompleteRequest_000_Intro_000_326577925,<glee>Mon beau !
Npc1/CompleteRequest_000_Intro_001_-1511127522,<yes>Tu me sors tellement d'affaires , <PlayerName>.
Npc1/CompleteRequest_000_Intro_002_-1716279410,<shy>Pourquoi est-ce que je ne t'offrirais pas cela en guise de remerciement ?
Npc1/Highest_Friendship_Greeting 0_Intro_000_2013972652,Eh, mais c'est <PlayerName>, mon client préféré !þ
Npc1/Highest_Friendship_Greeting 0_Intro_001_-779356567,Qu'est-ce que tu veux, l'amiþ
Npc1/Highest_Friendship_Greeting 0_Response_003_000_100171417,A plus tard, <PlayerName>!
Npc1/Highest_Friendship_Greeting 1_Intro_000_-1315730710,Ah, <PlayerName>!
Npc1/Highest_Friendship_Greeting 1_Intro_001_848580953,<yes>Toujours un plaisir de voir un visage amical.þ
Npc1/Highest_Friendship_Greeting 1_Response_003_000_-1136401047,J'espère qu'on se reverra bientôt, <PlayerName>.
Npc1/Hot_Greeting 1_Intro_000_134038113,<shy>Ouf !þ
Npc1/Hot_Greeting 1_Intro_001_-1617683855,<haha>Une chaleur idéale pour profiter de la fraîcheur de ma boutique et de mes prix cassés !þ
